date,election,state,seat,ballot_order,candidate_uid,name_on_ballot,name,sex,ethnicity,age,party_on_ballot,party_uid,party,coalition_uid,coalition,votes,votes_perc,rank,result
1955-07-25,GE-00,Pulau Pinang,P.001 Wellesley North,1,F0G2M,Hashim Awang,Hashim bin Awang,M,Malay,-1,PERIKATAN,001-UMNO,UMNO,001-PERIKATAN,PERIKATAN,0,,1,won_uncontested
1955-07-25,GE-00,Pulau Pinang,P.002 Wellesley South,1,JE64X,Tay Hooi Soo,Tay Hooi Soo,M,Chinese,58,PERIKATAN,003-MCA,MCA,001-PERIKATAN,PERIKATAN,15697,81.67013527575442,1,won
1955-07-25,GE-00,Pulau Pinang,P.002 Wellesley South,2,NVW76,Haji Zabidi Bin Haji Ali,Zabidi bin Ali,M,Malay,41,PAS,004-PAS,PAS,000-ALONE,ALONE,3523,18.329864724245578,2,lost
1955-07-25,GE-00,Pulau Pinang,P.003 George Town,1,S9J9F,Chee Swee Ee,Chee Swee Ee,M,Chinese,53,PERIKATAN,003-MCA,MCA,001-PERIKATAN,PERIKATAN,7253,70.19938056523422,1,won
1955-07-25,GE-00,Pulau Pinang,P.003 George Town,2,WQ8BR,Ooi Thiam Siew,Ooi Thiam Siew,M,Chinese,40,LPM,005-LPM,LPM,000-ALONE,ALONE,2650,25.648470770421987,2,lost
1955-07-25,GE-00,Pulau Pinang,P.003 George Town,3,04YE1,Cheah Phee Aik,Cheah Phee Aik,M,Chinese,40,BEBAS,000-BEBAS,BEBAS,000-ALONE,ALONE,429,4.152148664343787,3,lost_deposit
1955-07-25,GE-00,Pulau Pinang,P.004 Penang Island,1,3JMGA,Zainul Abidin Bin Sultan Mydin,Zainul Abidin bin Sultan Mydin,M,Malay,57,PERIKATAN,001-UMNO,UMNO,001-PERIKATAN,PERIKATAN,14865,83.55817875210792,1,won
1955-07-25,GE-00,Pulau Pinang,P.004 Penang Island,2,70AJK,Md. Isa Bin Sulaiman,Md. Isa bin Sulaiman,M,Malay,37,BEBAS,000-BEBAS,BEBAS,000-ALONE,ALONE,2925,16.441821247892076,2,lost
1955-07-25,GE-00,Melaka,P.005 Malacca Central,1,AE0MW,Tan Siew Sin,Tan Siew Sin,M,Chinese,39,PERIKATAN,003-MCA,MCA,001-PERIKATAN,PERIKATAN,17104,84.26445955266529,1,won
1955-07-25,GE-00,Melaka,P.005 Malacca Central,2,DVPQ5,Abdul Karim Bin Bakar,Abdul Karim bin Bakar,M,Malay,33,BEBAS,000-BEBAS,BEBAS,000-ALONE,ALONE,3194,15.735540447334712,2,lost
1955-07-25,GE-00,Melaka,P.006 Malacca Luar,1,H9CSE,Abdul Ghafar Bin Baba,Abdul Ghafar bin Baba,M,Malay,30,PERIKATAN,001-UMNO,UMNO,001-PERIKATAN,PERIKATAN,26790,90.47313498362095,1,won
1955-07-25,GE-00,Melaka,P.006 Malacca Luar,2,MQ2VQ,Jaafar Bin Mohd. Tan,Jaafar bin Mohd. Tan,M,Malay,29,NEG,008-NEG,NEG,000-ALONE,ALONE,2821,9.526865016379048,2,lost_deposit
1955-07-25,GE-00,Perak,P.007 Krian,1,R4RY0,Haji Ahmad Bin Haji Hussain,Ahmad bin Tuan Hussein,M,Malay,49,PAS,004-PAS,PAS,000-ALONE,ALONE,8685,42.92068198665678,1,won
1955-07-25,GE-00,Perak,P.007 Krian,2,VJF09,Haji Sulaiman Bin Haji Ahmad,Sulaiman bin Ahmad,M,Malay,30,PERIKATAN,001-UMNO,UMNO,001-PERIKATAN,PERIKATAN,8235,40.69681245366938,2,lost
1955-07-25,GE-00,Perak,P.007 Krian,3,Z052J,Mohamed Jan Bin Ngah Mohamed,Jan bin Ngah Mohamed,M,Malay,55,NAP,007-NAP,NAP,000-ALONE,ALONE,3315,16.38250555967383,3,lost
1955-07-25,GE-00,Perak,P.008 Batang Padang,1,2DV4V,Abdul Hamid Khan Bin Haji Sakhawat Ali Khan,Abdul Hamid Khan bin Sakhawat Ali Khan,M,Malay,55,PERIKATAN,001-UMNO,UMNO,001-PERIKATAN,PERIKATAN,9170,82.21265913573606,1,won
1955-07-25,GE-00,Perak,P.008 Batang Padang,2,5VH74,Mohamed Shamshuddin Bin Haji Hamzah,Mohamed Shamshuddin bin Hamzah,M,Malay,53,NAP,007-NAP,NAP,000-ALONE,ALONE,1218,10.919849381387843,2,lost_deposit
1955-07-25,GE-00,Perak,P.008 Batang Padang,3,9979D,Abdul Majid Bin Ariffin,Abdul Majid bin Ariffin,M,Malay,41,PML,010-PML,PML,000-ALONE,ALONE,766,6.867491482876098,3,lost_deposit
1955-07-25,GE-00,Perak,P.009 Larut and Matang,1,CPXBP,Dr Cheah Khay Chuan,Cheah Kay Chuan,M,Chinese,51,PERIKATAN,003-MCA,MCA,001-PERIKATAN,PERIKATAN,15407,64.0410674204007,1,won
1955-07-25,GE-00,Perak,P.009 Larut and Matang,2,G4KDZ,Abu Bakar Bin Said,Abu Bakar bin Said,M,Malay,47,PML,010-PML,PML,000-ALONE,ALONE,4453,18.509435530800566,2,lost
1955-07-25,GE-00,Perak,P.009 Larut and Matang,3,KJ9G8,Wan Zarazillah Bin Wan Haji Ismail,Wan Zarazillah bin Wan Ismail,M,Malay,60,NAP,007-NAP,NAP,000-ALONE,ALONE,3437,14.286308088785434,3,lost
1955-07-25,GE-00,Perak,P.009 Larut and Matang,4,PZZJH,Dr Puran Singh,Puran Singh,M,Other,46,LPOM,005-LPM,LPM,000-ALONE,ALONE,761,3.1631889600133007,4,lost_deposit
1955-07-25,GE-00,Perak,P.010 Dindings,1,TDNMT,Haji Mior Ariff Bin Mior Alwi,Mior Ariff bin Mior Alwi,M,Malay,50,PERIKATAN,001-UMNO,UMNO,001-PERIKATAN,PERIKATAN,10511,78.8108270225688,1,won
1955-07-25,GE-00,Perak,P.010 Dindings,2,XVBQ3,Mohd. Yunus Bin Mahmood,Mohd. Yunus bin Mahmood,M,Malay,42,NAP,007-NAP,NAP,000-ALONE,ALONE,1629,12.21414111119442,2,lost_deposit
1955-07-25,GE-00,Perak,P.010 Dindings,3,191SC,Abdul Wahab Bin Haji Md. Noor,Abdul Wahab bin Md. Noor,M,Malay,33,PAS,004-PAS,PAS,000-ALONE,ALONE,1197,8.975031866236785,3,lost_deposit
1955-07-25,GE-00,Perak,P.011 Sungei Perak Ulu,1,4PQVN,Mohamed Ghazali Bin Jawi,Mohamed Ghazali bin Jawi,M,Malay,31,PERIKATAN,001-UMNO,UMNO,001-PERIKATAN,PERIKATAN,16781,71.48455804046858,1,won
1955-07-25,GE-00,Perak,P.011 Sungei Perak Ulu,2,84DXY,Mat Judin Bin Haji Ahmad,Mat Judin bin Ahmad,M,Malay,39,BEBAS,000-BEBAS,BEBAS,000-ALONE,ALONE,4595,19.57401490947817,2,lost
1955-07-25,GE-00,Perak,P.011 Sungei Perak Ulu,3,BJ407,Syed Nordin Wafa,Syed Nordin Wafa,M,Malay,55,NAP,007-NAP,NAP,000-ALONE,ALONE,2099,8.941427050053248,3,lost_deposit
1955-07-25,GE-00,Perak,P.012 Sungei Perak Hilir,1,EZT2G,Abdul Aziz Bin Haji Mat Jabar,Abdul Aziz bin Mat Jabar,M,Malay,46,PERIKATAN,001-UMNO,UMNO,001-PERIKATAN,PERIKATAN,17483,77.56088904662614,1,won
1955-07-25,GE-00,Perak,P.012 Sungei Perak Hilir,2,JDG4S,Meor Ahmad Bin Meor Yusof,Meor Ahmad bin Meor Yusof,M,Malay,38,NAP,007-NAP,NAP,000-ALONE,ALONE,4794,21.26791180515505,2,lost
1955-07-25,GE-00,Perak,P.012 Sungei Perak Hilir,3,NV672,Mohd Daham Bin Khatib,Mohd Daham bin Khatib,M,Malay,38,BEBAS,000-BEBAS,BEBAS,000-ALONE,ALONE,264,1.1711991482188013,3,lost_deposit
1955-07-25,GE-00,Perak,P.013 Telok Anson,1,S8W9B,Bahaman Bin Samsudin,Bahaman bin Samsudin,M,Malay,48,PERIKATAN,001-UMNO,UMNO,001-PERIKATAN,PERIKATAN,10514,73.39103727488482,1,won
1955-07-25,GE-00,Perak,P.013 Telok Anson,2,WPJBM,Haji Hassan Adli Bin Haji Arshad,Hassan Adli bin Arshad,M,Malay,26,PAS,004-PAS,PAS,000-ALONE,ALONE,3812,26.608962725115177,2,lost
1955-07-25,GE-00,Perak,P.014 Ipoh and Menglembu,1,048DX,Leong Yew Koh,Leong Yew Koh,M,Chinese,50,PERIKATAN,003-MCA,MCA,001-PERIKATAN,PERIKATAN,7421,76.89358615687493,1,won
1955-07-25,GE-00,Perak,P.014 Ipoh and Menglembu,2,3HYG6,Loh Ah Kee,Loh Ah Kee,M,Chinese,51,NAP,007-NAP,NAP,000-ALONE,ALONE,983,10.185473007978448,2,lost_deposit
1955-07-25,GE-00,Perak,P.014 Ipoh and Menglembu,3,6ZMJF,D. R. Seenivasagam,Dharma Raja Seenivasagam,M,Indian,30,PPP,006-PPP,PPP,000-ALONE,ALONE,808,8.37218941042379,3,lost_deposit
1955-07-25,GE-00,Perak,P.014 Ipoh and Menglembu,4,ADAMR,W. E. Balasingam,Williams Ernest Balasingam,M,Indian,36,BEBAS,000-BEBAS,BEBAS,000-ALONE,ALONE,439,4.548751424722827,4,lost_deposit
1955-07-25,GE-00,Perak,P.015 Kinta Utara,1,DV0Q1,V. T. Sambantham,Thirunyana Sambanthan a/l Veerasamy (V. T. Sambanthan),M,Indian,36,PERIKATAN,002-MIC,MIC,001-PERIKATAN,PERIKATAN,7900,76.67669610792973,1,won
1955-07-25,GE-00,Perak,P.015 Kinta Utara,2,H8PSA,Chik Mohamed Yusuf Bin Sheik Abdul Rahman,Chik Mohamed Yusuf bin Sheik Abdul Rahman,M,Malay,47,NAP,007-NAP,NAP,000-ALONE,ALONE,1832,17.781228768319906,2,lost
1955-07-25,GE-00,Perak,P.015 Kinta Utara,3,MPCVK,K. R. R. Choudhary,K. R. R. Choudhary,M,Indian,46,LPOM,005-LPM,LPM,000-ALONE,ALONE,357,3.465010191206445,3,lost_deposit
1955-07-25,GE-00,Perak,P.015 Kinta Utara,4,R42XW,Mohamed Ramly Bin Abdullah,Mohamed Ramly bin Abdullah,M,Malay,55,PML,010-PML,PML,000-ALONE,ALONE,214,2.077064932543919,4,lost_deposit
1955-07-25,GE-00,Perak,P.016 Kinta Selatan,1,VHS05,Too Joon Hing,Too Joon Hing,M,Chinese,44,PERIKATAN,003-MCA,MCA,001-PERIKATAN,PERIKATAN,11611,83.09002433090025,1,won
1955-07-25,GE-00,Perak,P.016 Kinta Selatan,2,YZF2E,Mohd Baki Bin Haji Daud,Mohd Baki bin Daud,M,Malay,50,NAP,007-NAP,NAP,000-ALONE,ALONE,1689,12.086732503220267,2,lost_deposit
1955-07-25,GE-00,Perak,P.016 Kinta Selatan,3,2D54Q,Mohamed Idrid Bin Hakim,Mohamed Idris bin Hakim,M,Malay,42,BEBAS,000-BEBAS,BEBAS,000-ALONE,ALONE,401,2.8696149992843853,3,lost_deposit
1955-07-25,GE-00,Perak,P.016 Kinta Selatan,4,5TV70,Zaharie Bin Hassan,Zaharie bin Hassan,M,Malay,34,PPP,006-PPP,PPP,000-ALONE,ALONE,273,1.953628166595105,4,lost_deposit
1955-07-25,GE-00,Selangor,P.017 Kuala Lumpur Barat,1,98H99,Ong Yoke Lin,Ong Yoke Lin,M,Chinese,37,PERIKATAN,003-MCA,MCA,001-PERIKATAN,PERIKATAN,4667,66.14229024943312,1,won
1955-07-25,GE-00,Selangor,P.017 Kuala Lumpur Barat,2,CP7BJ,Abdullah Bin Ibrahim,Abdullah bin Ibrahim,M,Bumi Sabah,46,NEG,008-NEG,NEG,000-ALONE,ALONE,1371,19.43027210884354,2,lost
1955-07-25,GE-00,Selangor,P.017 Kuala Lumpur Barat,3,G3XDV,Tan Tuan Boon,Tan Tuan Boon,M,Chinese,44,LPOM,005-LPM,LPM,000-ALONE,ALONE,1018,14.427437641723357,3,lost
1955-07-25,GE-00,Selangor,P.018 Kuala Lumpur Timor,1,KHKG4,Cheah Ewe Keat,Cheah Ewe Keat,M,Chinese,52,PERIKATAN,003-MCA,MCA,001-PERIKATAN,PERIKATAN,6790,66.41236306729265,1,won
1955-07-25,GE-00,Selangor,P.018 Kuala Lumpur Timor,2,PZ9JD,Mohd. Salleh Bin Hakim,Mohd. Salleh bin Hakim,M,Malay,49,NEG,008-NEG,NEG,000-ALONE,ALONE,2431,23.77738654147105,2,lost
1955-07-25,GE-00,Selangor,P.018 Kuala Lumpur Timor,3,TCZMP,Abdul Wahab Bin Abdul Majid,Abdul Wahab bin Abdul Majid,M,Malay,25,BEBAS,000-BEBAS,BEBAS,000-ALONE,ALONE,1003,9.810250391236307,3,lost_deposit
1955-07-25,GE-00,Selangor,P.019 Ulu Selangor,1,XTNPZ,Halimahton Binti Abdul Majid,Halimahton binti Abdul Majid,F,Malay,36,PERIKATAN,001-UMNO,UMNO,001-PERIKATAN,PERIKATAN,5430,82.39757207890743,1,won
1955-07-25,GE-00,Selangor,P.019 Ulu Selangor,2,18BS8,Ab. Rahman Bin Haji Maulana,Ab. Rahman bin Maulana,M,Malay,40,NEG,008-NEG,NEG,000-ALONE,ALONE,1160,17.602427921092563,2,lost
1955-07-25,GE-00,Selangor,P.020 Kuala Selangor,1,4P1VH,Raja Rastam Shahrome Bin Raja Said Tauphy,Raja Rastam Shahrome bin Raja Said Tauphy,M,Malay,48,PERIKATAN,001-UMNO,UMNO,001-PERIKATAN,PERIKATAN,11857,68.1789431315048,1,won
1955-07-25,GE-00,Selangor,P.020 Kuala Selangor,2,83QXT,Othman Bin Abdullah,Othman bin Abdullah,M,Malay,30,PAS,004-PAS,PAS,000-ALONE,ALONE,4778,27.473980794663905,2,lost
1955-07-25,GE-00,Selangor,P.020 Kuala Selangor,3,BHE03,Md. Ambia Bin Sanusi,Md. Ambia bin Sanusi,M,Malay,34,NEG,008-NEG,NEG,000-ALONE,ALONE,756,4.347076073831293,3,lost_deposit
1955-07-25,GE-00,Selangor,P.021 Langat,1,EZ42C,Abu Bakar Bin Bagina,Abu Bakar bin Baginda,M,Malay,56,PERIKATAN,001-UMNO,UMNO,001-PERIKATAN,PERIKATAN,7069,76.70355902777779,1,won
1955-07-25,GE-00,Selangor,P.021 Langat,2,JCT4N,Mohd. Nazir Bin Hj. Abdul Jalil,Mohd. Nazir bin Abdul Jalil,M,Malay,46,NEG,008-NEG,NEG,000-ALONE,ALONE,2147,23.29644097222222,2,lost
1955-07-25,GE-00,Selangor,P.022 Selangor Barat,1,NTG6Y,Abdul Aziz Bin Ishak,Abdul Aziz bin Ishak,M,Malay,40,PERIKATAN,001-UMNO,UMNO,001-PERIKATAN,PERIKATAN,8713,73.80770859805168,1,won
1955-07-25,GE-00,Selangor,P.022 Selangor Barat,2,S8697,Mohamed Rashid Bin Ahmad,Mohamed Rashid bin Ahmad,M,Malay,41,NEG,008-NEG,NEG,000-ALONE,ALONE,3092,26.192291401948324,2,lost
1955-07-25,GE-00,Selangor,P.023 Selangor Tengah,1,WNWBG,Lee Eng Teh,Lee Eng Teh,M,Chinese,46,PERIKATAN,003-MCA,MCA,001-PERIKATAN,PERIKATAN,5652,68.91002194586686,1,won
1955-07-25,GE-00,Selangor,P.023 Selangor Tengah,2,03JDS,Zulfikli Mohamed,Zulfikli Mohamed,M,Malay,28,PAS,004-PAS,PAS,000-ALONE,ALONE,1711,20.86076566691051,2,lost
1955-07-25,GE-00,Selangor,P.023 Selangor Tengah,3,3H8G2,Atan Chik Bin Lengkeng,Atan Chik bin Lengkeng,M,Malay,44,NEG,008-NEG,NEG,000-ALONE,ALONE,839,10.22921238722263,3,lost_deposit
1955-07-25,GE-00,Negeri Sembilan,P.024 Negri Sembilan Utara,1,6YYJB,Mohd. Idrid Bin Mat Sil,Mohd Idris bin Mat Sil,M,Malay,42,PERIKATAN,001-UMNO,UMNO,001-PERIKATAN,PERIKATAN,21155,91.05582576507554,1,won
1955-07-25,GE-00,Negeri Sembilan,P.024 Negri Sembilan Utara,2,ACMMM,Dato Ujang Bin Menuang,Ujang bin Menuang,M,Malay,54,NEG,008-NEG,NEG,000-ALONE,ALONE,1572,6.766237679163259,2,lost_deposit
1955-07-25,GE-00,Negeri Sembilan,P.024 Negri Sembilan Utara,3,DTAPX,Noordin Bin Haji Abdul Samad,Noordin bin Abdul Samad,M,Malay,35,BEBAS,000-BEBAS,BEBAS,000-ALONE,ALONE,506,2.177936555761202,3,lost_deposit
1955-07-25,GE-00,Negeri Sembilan,P.025 Negri Sembilan Selatan,1,H80S6,Abdul Jalil Bin Haji Aminudin,Abdul Jalil bin Aminudin,M,Malay,52,PERIKATAN,001-UMNO,UMNO,001-PERIKATAN,PERIKATAN,12099,77.11772579514309,1,won
1955-07-25,GE-00,Negeri Sembilan,P.025 Negri Sembilan Selatan,2,MNPVF,Baba Bin Ludek,Baba bin Ludek,M,Malay,43,NEG,008-NEG,NEG,000-ALONE,ALONE,3590,22.882274204856905,2,lost
1955-07-25,GE-00,Negeri Sembilan,P.026 Seremban,1,R3CXR,Lim Kee Siong,Lim Kee Siong,M,Chinese,52,PERIKATAN,003-MCA,MCA,001-PERIKATAN,PERIKATAN,8402,78.46469929025028,1,won
1955-07-25,GE-00,Negeri Sembilan,P.026 Seremban,2,VH301,B. H. Tan,B. H. Tan,M,Chinese,40,NEG,008-NEG,NEG,000-ALONE,ALONE,2306,21.53530070974972,2,lost
1955-07-25,GE-00,Pahang,P.027 Ulu Pahang,1,YYS2A,Mohamed Sulong Bin Mohamed Ali,Mohamed Sulong bin Mohamed Ali,M,Malay,47,PERIKATAN,001-UMNO,UMNO,001-PERIKATAN,PERIKATAN,16075,89.38003892132332,1,won
1955-07-25,GE-00,Pahang,P.027 Ulu Pahang,2,2CF4K,Abd. Hamid Bin Ma'Ajab,Abdul Hamid bin Ma'ajab,M,Malay,55,BEBAS,000-BEBAS,BEBAS,000-ALONE,ALONE,1910,10.619961078676674,2,lost_deposit
1955-07-25,GE-00,Pahang,P.028 Semantan,1,5T56W,Dato Abdul Razak Bin Hussain,Abdul Razak bin Hussein,M,Malay,33,PERIKATAN,001-UMNO,UMNO,001-PERIKATAN,PERIKATAN,14094,87.5784502578761,1,won
1955-07-25,GE-00,Pahang,P.028 Semantan,2,97V95,Mohamed Yasin Bin Mohd. Salleh,Mohamed Yasin bin Mohd Salleh,M,Malay,50,PAS,004-PAS,PAS,000-ALONE,ALONE,1999,12.421549742123904,2,lost_deposit
1955-07-25,GE-00,Pahang,P.029 Pahang Timor,1,CNHBE,Abdul Rahman Bin Haji Talib,Abdul Rahman bin Talib,M,Malay,39,PERIKATAN,001-UMNO,UMNO,001-PERIKATAN,PERIKATAN,16763,92.62861247720616,1,won
1955-07-25,GE-00,Pahang,P.029 Pahang Timor,2,G37DQ,Sheik Kadir Bin Sheik Omar,Sheik Kadir bin Sheik Omar,M,Malay,30,BEBAS,000-BEBAS,BEBAS,000-ALONE,ALONE,1334,7.3713875227938335,2,lost_deposit
1955-07-25,GE-00,Johor,P.030 Johore Timor,1,KGXG0,Dr Ismail Bin Dato Abdul Rahman,Ismail bin Abdul Rahman,M,Malay,40,PERIKATAN,001-UMNO,UMNO,001-PERIKATAN,PERIKATAN,10800,94.71191791633781,1,won
1955-07-25,GE-00,Johor,P.030 Johore Timor,2,PYKJ9,Jaafar Bin Haji Ali,Jaafar bin Ali,M,Malay,-1,NEG,008-NEG,NEG,000-ALONE,ALONE,350,3.0693677102516883,2,lost_deposit
1955-07-25,GE-00,Johor,P.030 Johore Timor,3,TC9MJ,Haji Abdullah Bin Haji Taib,Abdullah bin Taib,M,Malay,-1,BEBAS,000-BEBAS,BEBAS,000-ALONE,ALONE,253,2.218714373410506,3,lost_deposit
1955-07-25,GE-00,Johor,P.031 Johore Bahru,1,XSZPV,Suleiman Bin Dato Abdul Rahman,Suleiman bin Abdul Rahman,M,Malay,43,PERIKATAN,001-UMNO,UMNO,001-PERIKATAN,PERIKATAN,8745,75.73395687191478,1,won
1955-07-25,GE-00,Johor,P.031 Johore Bahru,2,17NS4,Dato Onn Bin Jaafar,Onn bin Jaafar,M,Malay,60,NEG,008-NEG,NEG,000-ALONE,ALONE,2802,24.266043128085215,2,lost
1955-07-25,GE-00,Johor,P.032 Johore Selatan,1,4NBVD,Dr L. H. Tan,Tan Luan Hong,M,Chinese,-1,PERIKATAN,003-MCA,MCA,001-PERIKATAN,PERIKATAN,21581,90.30084940792503,1,won
1955-07-25,GE-00,Johor,P.032 Johore Selatan,2,831XP,Kassim Bin Awang Chik,Kassim bin Awang Chik,M,Malay,-1,NEG,008-NEG,NEG,000-ALONE,ALONE,2318,9.699150592074982,2,lost_deposit
1955-07-25,GE-00,Johor,P.033 Johore Tengah,1,BGQZZ,Teo Chze Chong,Teo Chze Chong,M,Chinese,-1,PERIKATAN,003-MCA,MCA,001-PERIKATAN,PERIKATAN,7100,86.92458374142997,1,won
1955-07-25,GE-00,Johor,P.033 Johore Tengah,2,EYE28,Haji Anwar Bin Haji Abdul Malik,Anwar bin Abdul Malik,M,Malay,-1,NEG,008-NEG,NEG,000-ALONE,ALONE,1068,13.07541625857003,2,lost
1955-07-25,GE-00,Johor,P.034 Batu Pahat,1,JC44H,S. Chelvasingam Macintyre,S. Chelvasingam Macintyre,M,Indian,52,PERIKATAN,002-MIC,MIC,001-PERIKATAN,PERIKATAN,18968,87.47060179847821,1,won
1955-07-25,GE-00,Johor,P.034 Batu Pahat,2,NST6T,Dato Haji Syed Abdul Kadir Bin Mohamed,Syed Abdul Kadir bin Mohamed,M,Malay,-1,NEG,008-NEG,NEG,000-ALONE,ALONE,2717,12.529398201521788,2,lost
1955-07-25,GE-00,Johor,P.035 Muar Selatan,1,S7G93,Tan Suan Kok,Tan Suan Kok,M,Chinese,-1,PERIKATAN,003-MCA,MCA,001-PERIKATAN,PERIKATAN,23580,85.16324761629586,1,won
1955-07-25,GE-00,Johor,P.035 Muar Selatan,2,WN6BC,Dato' Mahmud Bin Md. Shah,Mahmud bin Mohd Shah,M,Malay,-1,NEG,008-NEG,NEG,000-ALONE,ALONE,4108,14.836752383704132,2,lost
1955-07-25,GE-00,Johor,P.036 Muar Utara,1,02WDN,Haji Hassan Bin Haji Yunos,Hassan bin Yunus,M,Malay,48,PERIKATAN,001-UMNO,UMNO,001-PERIKATAN,PERIKATAN,19802,84.53361792956244,1,won
1955-07-25,GE-00,Johor,P.036 Muar Utara,2,3GJFY,Haji Mohamed Nor Bin A. Hamid,Mohamed Nor bin A. Hamid,M,Malay,-1,NEG,008-NEG,NEG,000-ALONE,ALONE,3623,15.466382070437568,2,lost
1955-07-25,GE-00,Johor,P.037 Segamat,1,6Y8J7,Sardon Bin Haji Jubir,Sardon bin Jubir,M,Malay,38,PERIKATAN,001-UMNO,UMNO,001-PERIKATAN,PERIKATAN,11072,81.89954878319402,1,won
1955-07-25,GE-00,Johor,P.037 Segamat,2,ABYMG,Razali Bin Abdul Manap,Razali bin Abdul Manap,M,Malay,-1,NEG,008-NEG,NEG,000-ALONE,ALONE,2447,18.100451216805975,2,lost
1955-07-25,GE-00,Kedah,P.038 Alor Star,1,DSMPS,Lee Thean Hin,Lee Thean Hin,M,Chinese,-1,PERIKATAN,003-MCA,MCA,001-PERIKATAN,PERIKATAN,27897,93.98942084161584,1,won
1955-07-25,GE-00,Kedah,P.038 Alor Star,2,H7AS2,Haji Salim Bin Haji Mohd. Rejab,Salim bin Mohd. Rejab,M,Malay,-1,NEG,008-NEG,NEG,000-ALONE,ALONE,1784,6.010579158384152,2,lost_deposit
1955-07-25,GE-00,Kedah,P.039 Kota Star,1,MN0VB,Tunku Kassim Ibni Almarhom Sultan Abdul Hamid,Tunku Kassim Ibni Almarhom Sultan Abdul Hamid,M,Malay,61,PERIKATAN,001-UMNO,UMNO,001-PERIKATAN,PERIKATAN,27357,92.65707027942422,1,won
1955-07-25,GE-00,Kedah,P.039 Kota Star,2,R2PXM,Haji Rejab Bin Haji Darus,Rejab bin Darus,M,Malay,-1,NEG,008-NEG,NEG,000-ALONE,ALONE,2168,7.342929720575783,2,lost_deposit
1955-07-25,GE-00,Kedah,P.040 Kedah Utara,1,VGCZX,Syed Ahmad Bin Syed Mahmud Shahabudin,Syed Ahmad bin Syed Mahmud Shahabudin,M,Malay,30,PERIKATAN,001-UMNO,UMNO,001-PERIKATAN,PERIKATAN,25544,89.84559108015898,1,won
1955-07-25,GE-00,Kedah,P.040 Kedah Utara,2,YY326,Haji Abdullah Bin Haji Abbas,Abdullah bin Abbas,M,Malay,-1,BEBAS,000-BEBAS,BEBAS,000-ALONE,ALONE,1578,5.550279624353698,2,lost_deposit
1955-07-25,GE-00,Kedah,P.040 Kedah Utara,3,2BS4F,Haji Laidin Bin Haji Abdul Manan,Laidin bin Abdul Manan,M,Malay,-1,NEG,008-NEG,NEG,000-ALONE,ALONE,1309,4.60412929548732,3,lost_deposit
1955-07-25,GE-00,Kedah,P.041 Kedah Tengah,1,5SF6R,Md. Khir Bin Johari,Mohamed Khir bin Johari,M,Malay,32,PERIKATAN,001-UMNO,UMNO,001-PERIKATAN,PERIKATAN,31077,95.59800664451828,1,won
1955-07-25,GE-00,Kedah,P.041 Kedah Tengah,2,97591,Puteh Bin Napa,Puteh bin Napa,M,Malay,-1,NEG,008-NEG,NEG,000-ALONE,ALONE,1431,4.401993355481728,2,lost_deposit
1955-07-25,GE-00,Kedah,P.042 Sungei Muda,1,CMVBA,Tunku Abdul Rahman Putra,Tunku Abdul Rahman Putra Al-Haj,M,Malay,52,PERIKATAN,001-UMNO,UMNO,001-PERIKATAN,PERIKATAN,22226,94.71979544001705,1,won
1955-07-25,GE-00,Kedah,P.042 Sungei Muda,2,G2HDK,Syed Jan Aljeffri,Syed Jan Aljeffri,M,Malay,50,BEBAS,000-BEBAS,BEBAS,000-ALONE,ALONE,1239,5.280204559982953,2,lost_deposit
1955-07-25,GE-00,Kedah,P.043 Kedah Selatan,1,KG7FW,Lim Teng Kwang,Lim Teng Kwang,M,Chinese,-1,PERIKATAN,003-MCA,MCA,001-PERIKATAN,PERIKATAN,21050,93.08804669880158,1,won
1955-07-25,GE-00,Kedah,P.043 Kedah Selatan,2,PXXJ5,M. Saleh Bin Haji Shafie,M. Saleh bin Shafie,M,Malay,-1,PAS,004-PAS,PAS,000-ALONE,ALONE,1563,6.911953301198426,2,lost_deposit
1955-07-25,GE-00,Kelantan,P.044 Kelantan Selatan,1,TBKME,Abdul Khalid Bin Awang Osman,Abdul Khalid bin Awang Osman,M,Malay,30,PERIKATAN,001-UMNO,UMNO,001-PERIKATAN,PERIKATAN,21746,66.86756249807817,1,won
1955-07-25,GE-00,Kelantan,P.044 Kelantan Selatan,2,XS9PQ,Dato' Nik Ahmed Kamil Bin Mahmood,Nik Ahmad Kamil bin Nik Mahmud,M,Malay,46,NEG,008-NEG,NEG,000-ALONE,ALONE,7175,22.062667199655607,2,lost
1955-07-25,GE-00,Kelantan,P.044 Kelantan Selatan,3,16ZS0,Haji Mohamed Noor Bin Haji Yusoff,Mohamed Noor bin Yusoff,M,Malay,40,PAS,004-PAS,PAS,000-ALONE,ALONE,3600,11.069770302266228,3,lost_deposit
1955-07-25,GE-00,Kelantan,P.045 Kelantan Timor,1,4MNV9,Nik Hassan Bin Haji Nik Yahya,Nik Hassan bin Nik Yahya,M,Malay,29,PERIKATAN,001-UMNO,UMNO,001-PERIKATAN,PERIKATAN,30954,81.14186851211073,1,won
1955-07-25,GE-00,Kelantan,P.045 Kelantan Timor,2,82BXJ,Dato' Nik Ahmed Bin Haji Nik Mahmood,Nik Ahmed bin Nik Mahmood,M,Malay,-1,NEG,008-NEG,NEG,000-ALONE,ALONE,4019,10.535283632169445,2,lost_deposit
